accuracy,delay,server_id,service_id,client_id,added_time,start_time,Acc_QoE,Delay_QoE,QoE,compute_time,model,prediction,probability,end_time
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.00044798771273935474,0.06814716219768845,22.322040796279907,MobileNet,wig,0.12226170301437378,1714088567.815788
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.0004314066098715876,0.06813887164625457,23.179987907409668,MobileNet,wig,0.12226170301437378,1714088568.688406
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.00036707374972203444,0.06810670521617979,27.24248194694519,MobileNet,wig,0.12226170301437378,1714088572.767454
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.00035157154122830177,0.06809895411193292,28.443712949752808,MobileNet,wig,0.12226170301437378,1714088573.98559
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.0003251213306876339,0.06808572900666258,30.757748126983643,MobileNet,wig,0.12226170301437378,1714088576.316845
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.0003118368301866626,0.0680790867564121,32.068053007125854,MobileNet,wig,0.12226170301437378,1714088577.645364
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.0002989690279274,0.06807265285528247,33.448280811309814,MobileNet,wig,0.12226170301437378,1714088579.043359
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.0002922410367882432,0.06806928885971289,34.218329191207886,MobileNet,wig,0.12226170301437378,1714088579.830847
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.0002857273302389367,0.06806603200643824,34.99840211868286,MobileNet,wig,0.12226170301437378,1714088580.629096
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.00028425263521690054,0.06806529465892722,35.179972887039185,MobileNet,wig,0.12226170301437378,1714088580.828486
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.0002779659670386875,0.06806215132483812,35.975627183914185,MobileNet,wig,0.12226170301437378,1714088581.642039
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.0002751266325481456,0.06806073165759284,36.34689927101135,MobileNet,wig,0.12226170301437378,1714088582.0312278
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.0002733364796682767,0.06805983658115292,36.58494472503662,MobileNet,wig,0.12226170301437378,1714088582.28773
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.00027261947842899053,0.06805947808053327,36.68116474151611,MobileNet,wig,0.12226170301437378,1714088582.401792
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.0002701985286353574,0.06805826760563645,37.00982403755188,MobileNet,wig,0.12226170301437378,1714088582.748217
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.00026937687689539206,0.06805785677976647,37.122711181640625,MobileNet,wig,0.12226170301437378,1714088582.87988
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.00026884409558408336,0.06805759038911081,37.19627904891968,MobileNet,wig,0.12226170301437378,1714088582.970458
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.0002683849377958047,0.06805736081021667,37.2599151134491,MobileNet,wig,0.12226170301437378,1714088583.0515242
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.0002676593330112933,0.06805699800782442,37.36092400550842,MobileNet,wig,0.12226170301437378,1714088583.169375
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.00026726766138425846,0.0680568021720109,37.41567516326904,MobileNet,wig,0.12226170301437378,1714088583.241129
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.00026693698537249975,0.06805663683400502,37.46202492713928,MobileNet,wig,0.12226170301437378,1714088583.305967
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.00026665145113135083,0.06805649406688445,37.50213980674744,MobileNet,wig,0.12226170301437378,1714088583.363459
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.00026640644822527445,0.06805637156543141,37.53662896156311,MobileNet,wig,0.12226170301437378,1714088583.416039
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.000266262736731537,0.06805629970968453,37.556888818740845,MobileNet,wig,0.12226170301437378,1714088583.454942
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.0002661032876169214,0.06805621998512723,37.57939291000366,MobileNet,wig,0.12226170301437378,1714088583.49532
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.0002659927893148104,0.06805616473597617,37.595004081726074,MobileNet,wig,0.12226170301437378,1714088583.5285492
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.0002658770213928962,0.06805610685201521,37.61137366294861,MobileNet,wig,0.12226170301437378,1714088583.566952
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:42:25.460012,1714088546.530498,0.13584633668263754,0.0002658165277934069,0.06805607660521547,37.619933128356934,MobileNet,wig,0.12226170301437378,1714088583.5885582
