accuracy,delay,server_id,service_id,client_id,added_time,start_time,Acc_QoE,Delay_QoE,QoE,compute_time,model,prediction,probability,end_time
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:49:34.653149,1714250974.866475,0.26064599553744,1.0,0.63032299776872,0.2238309383392334,ResNet,dumbbell,0.23458139598369598,1714250974.900091
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:49:34.653149,1714250974.866475,0.26064599553744,1.0,0.63032299776872,0.17615318298339844,ResNet,dumbbell,0.23458139598369598,1714250974.9457788
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:49:34.653149,1714250974.9675589,0.26064599553744,1.0,0.63032299776872,0.15503406524658203,ResNet,dumbbell,0.23458139598369598,1714250975.025741
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:49:34.653149,1714250975.068676,0.26064599553744,1.0,0.63032299776872,0.14277195930480957,ResNet,dumbbell,0.23458139598369598,1714250975.112821
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:49:34.653149,1714250975.169825,0.26064599553744,1.0,0.63032299776872,0.13128209114074707,ResNet,dumbbell,0.23458139598369598,1714250975.203486
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:49:34.653149,1714250975.270155,0.26064599553744,1.0,0.63032299776872,0.13129496574401855,ResNet,dumbbell,0.23458139598369598,1714250975.3046799
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:49:34.653149,1714250975.370764,0.26064599553744,1.0,0.63032299776872,0.12916302680969238,ResNet,dumbbell,0.23458139598369598,1714250975.40258
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:49:34.653149,1714250975.471918,0.26064599553744,1.0,0.63032299776872,0.13045191764831543,ResNet,dumbbell,0.23458139598369598,1714250975.5036428
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:49:34.653149,1714250975.572999,0.26064599553744,1.0,0.63032299776872,0.1411283016204834,ResNet,dumbbell,0.23458139598369598,1714250975.615653
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:49:34.653149,1714250975.572999,0.26064599553744,1.0,0.63032299776872,0.1264171600341797,ResNet,dumbbell,0.23458139598369598,1714250975.70174
