accuracy,delay,server_id,service_id,client_id,added_time,start_time,Acc_QoE,Delay_QoE,QoE,compute_time,model,prediction,probability,end_time
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,22.009445667266846,ResNet,dumbbell,0.23458139598369598,1714251244.5211442
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,23.063565015792847,ResNet,dumbbell,0.23458139598369598,1714251245.590532
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,23.507835149765015,ResNet,dumbbell,0.23458139598369598,1714251246.0457091
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,24.628135204315186,ResNet,dumbbell,0.23458139598369598,1714251247.1946619
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,24.716328859329224,ResNet,dumbbell,0.23458139598369598,1714251247.269276
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,24.896175861358643,ResNet,dumbbell,0.23458139598369598,1714251247.4759412
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,25.55146288871765,ResNet,dumbbell,0.23458139598369598,1714251248.1442509
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,25.974353075027466,ResNet,dumbbell,0.23458139598369598,1714251248.5836558
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,26.227946043014526,ResNet,dumbbell,0.23458139598369598,1714251248.8508549
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,26.40910840034485,ResNet,dumbbell,0.23458139598369598,1714251249.0458848
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,26.7331280708313,ResNet,dumbbell,0.23458139598369598,1714251249.385779
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,26.886157035827637,ResNet,dumbbell,0.23458139598369598,1714251249.554146
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.0429949760437,ResNet,dumbbell,0.23458139598369598,1714251249.722881
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.107542991638184,ResNet,dumbbell,0.23458139598369598,1714251249.800554
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.22367000579834,ResNet,dumbbell,0.23458139598369598,1714251249.929281
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.320869207382202,ResNet,dumbbell,0.23458139598369598,1714251250.040371
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.39161968231201,ResNet,dumbbell,0.23458139598369598,1714251250.12303
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.457780122756958,ResNet,dumbbell,0.23458139598369598,1714251250.203518
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.503283977508545,ResNet,dumbbell,0.23458139598369598,1714251250.262642
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.521327257156372,ResNet,dumbbell,0.23458139598369598,1714251250.298002
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.54578709602356,ResNet,dumbbell,0.23458139598369598,1714251250.332248
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.583693742752075,ResNet,dumbbell,0.23458139598369598,1714251250.381444
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.605254888534546,ResNet,dumbbell,0.23458139598369598,1714251250.4181278
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.639938831329346,ResNet,dumbbell,0.23458139598369598,1714251250.4674292
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.68407106399536,ResNet,dumbbell,0.23458139598369598,1714251250.524159
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.67945122718811,ResNet,dumbbell,0.23458139598369598,1714251250.5339
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.700141191482544,ResNet,dumbbell,0.23458139598369598,1714251250.568187
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.728032112121582,ResNet,dumbbell,0.23458139598369598,1714251250.607021
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.74627184867859,ResNet,dumbbell,0.23458139598369598,1714251250.6391098
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.765920162200928,ResNet,dumbbell,0.23458139598369598,1714251250.672736
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.773718118667603,ResNet,dumbbell,0.23458139598369598,1714251250.6941152
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.776941061019897,ResNet,dumbbell,0.23458139598369598,1714251250.711581
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.799283981323242,ResNet,dumbbell,0.23458139598369598,1714251250.7479281
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.78778600692749,ResNet,dumbbell,0.23458139598369598,1714251250.75057
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.815288066864014,ResNet,dumbbell,0.23458139598369598,1714251250.790976
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.807799816131592,ResNet,dumbbell,0.23458139598369598,1714251250.796739
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.809778928756714,ResNet,dumbbell,0.23458139598369598,1714251250.8114848
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.80695605278015,ResNet,dumbbell,0.23458139598369598,1714251250.821602
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.812074184417725,ResNet,dumbbell,0.23458139598369598,1714251250.840965
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.808110237121582,ResNet,dumbbell,0.23458139598369598,1714251250.849727
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.807724952697754,ResNet,dumbbell,0.23458139598369598,1714251250.8636029
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.800399780273438,ResNet,dumbbell,0.23458139598369598,1714251250.869741
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.805339813232422,ResNet,dumbbell,0.23458139598369598,1714251250.8874052
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.80845022201538,ResNet,dumbbell,0.23458139598369598,1714251250.904523
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.797178983688354,ResNet,dumbbell,0.23458139598369598,1714251250.9076989
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.79588007926941,ResNet,dumbbell,0.23458139598369598,1714251250.919447
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.79998779296875,ResNet,dumbbell,0.23458139598369598,1714251250.9372952
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.789012908935547,ResNet,dumbbell,0.23458139598369598,1714251250.9393952
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.785614252090454,ResNet,dumbbell,0.23458139598369598,1714251250.949795
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.77662467956543,ResNet,dumbbell,0.23458139598369598,1714251250.953825
0.9,85,EDGE-1,imagenet_image_classification,raspi-1,2024-04-27T16:53:42.483508,1714251223.579434,0.26064599553744,1.0,0.63032299776872,27.77337908744812,ResNet,dumbbell,0.23458139598369598,1714251250.9631538
