accuracy,delay,server_id,service_id,client_id,added_time,start_time,Acc_QoE,Delay_QoE,QoE,compute_time,model,prediction,probability,end_time
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088515.202059,0.13584633668263754,0.08448797231477043,0.11016715449870398,0.11836004257202148,MobileNet,wig,0.12226170301437378,1714088515.222177
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088515.202059,0.13584633668263754,0.06688061384108315,0.10136347526186035,0.1495201587677002,MobileNet,wig,0.12226170301437378,1714088515.222641
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088515.253223,0.13584633668263754,0.08698067858261217,0.11141350763262486,0.11496806144714355,MobileNet,wig,0.12226170301437378,1714088515.269622
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088515.30435,0.13584633668263754,0.08527764053830404,0.11056198861047078,0.1172640323638916,MobileNet,wig,0.12226170301437378,1714088515.322304
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088515.355477,0.13584633668263754,0.08633488261036026,0.1110906096464989,0.11582803726196289,MobileNet,wig,0.12226170301437378,1714088515.37309
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088515.406349,0.13584633668263754,0.08662731474788198,0.11123682571525975,0.11543703079223633,MobileNet,wig,0.12226170301437378,1714088515.423198
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088515.457489,0.13584633668263754,0.08879558806406199,0.11232096237334976,0.11261820793151855,MobileNet,wig,0.12226170301437378,1714088515.470932
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088515.50787,0.13584633668263754,0.09344660183359511,0.11464646925811633,0.10701298713684082,MobileNet,wig,0.12226170301437378,1714088515.516045
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088515.5591738,0.13584633668263754,0.10056932402363232,0.11820783035313492,0.09943389892578125,MobileNet,wig,0.12226170301437378,1714088515.5604951
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088515.5591738,0.13584633668263754,0.1191086524999929,0.12747749459131522,0.08395695686340332,MobileNet,wig,0.12226170301437378,1714088515.5946822
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088515.6099699,0.13584633668263754,0.12216893859955727,0.1290076376410974,0.08185386657714844,MobileNet,wig,0.12226170301437378,1714088515.644952
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088515.6611578,0.13584633668263754,0.12625459799524397,0.13105046733894077,0.07920503616333008,MobileNet,wig,0.12226170301437378,1714088515.6942022
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088515.711939,0.13584633668263754,0.11108031949829446,0.123463328090466,0.09002494812011719,MobileNet,wig,0.12226170301437378,1714088515.754507
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088515.762941,0.13584633668263754,0.1033176504204827,0.11958199355156013,0.09678888320922852,MobileNet,wig,0.12226170301437378,1714088515.812489
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088515.813078,0.13584633668263754,0.12251150835377965,0.1291789225182086,0.08162498474121094,MobileNet,wig,0.12226170301437378,1714088515.8474188
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088515.8639941,0.13584633668263754,0.1218431434065966,0.12884474004461707,0.08207273483276367,MobileNet,wig,0.12226170301437378,1714088515.897665
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088515.915115,0.13584633668263754,0.11229519125478238,0.12407076396870996,0.0890510082244873,MobileNet,wig,0.12226170301437378,1714088515.956056
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088515.966259,0.13584633668263754,0.14110358284272498,0.13847495976268126,0.07086992263793945,MobileNet,wig,0.12226170301437378,1714088515.9890702
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088516.0173771,0.13584633668263754,0.17800533043611116,0.15692583355937434,0.05617809295654297,MobileNet,wig,0.12226170301437378,1714088516.0254169
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T19:41:55.036751,1714088516.0173771,0.13584633668263754,0.16923093062196132,0.15253863365229942,0.05909085273742676,MobileNet,wig,0.12226170301437378,1714088516.080487
